ts_code,code,name,area,industry,list_status,list_date,is_hs
300142.SZ,300142,沃森生物,云南,生物制药,L,20101112,S
300143.SZ,300143,盈康生命,山东,医疗保健,L,20101209,S
300144.SZ,300144,宋城演艺,浙江,旅游景点,L,20101209,S
300145.SZ,300145,中金环境,浙江,机械基件,L,20101209,N
300146.SZ,300146,汤臣倍健,广东,食品,L,20101215,S
300147.SZ,300147,香雪制药,广东,中成药,L,20101215,N
300148.SZ,300148,天舟文化,湖南,互联网,L,20101215,N
300149.SZ,300149,睿智医药,广东,生物制药,L,20101222,S
300150.SZ,300150,世纪瑞尔,北京,软件服务,L,20101222,N
300151.SZ,300151,昌红科技,深圳,专用机械,L,20101222,S
300152.SZ,300152,新动力,河北,环境保护,L,20101229,N
300153.SZ,300153,科泰电源,上海,电气设备,L,20101229,N
300154.SZ,300154,瑞凌股份,深圳,机械基件,L,20101229,N
300155.SZ,300155,安居宝,广东,IT设备,L,20110107,N
300157.SZ,300157,恒泰艾普,北京,石油开采,L,20110107,N
300158.SZ,300158,振东制药,山西,化学制药,L,20110107,S
300159.SZ,300159,ST新研,新疆,航空,L,20110107,N
300160.SZ,300160,秀强股份,江苏,家用电器,L,20110113,N
300161.SZ,300161,华中数控,湖北,机床制造,L,20110113,N
300162.SZ,300162,雷曼光电,深圳,元器件,L,20110113,N
300163.SZ,300163,先锋新材,浙江,其他建材,L,20110113,N
300164.SZ,300164,通源石油,陕西,石油开采,L,20110113,N
300165.SZ,300165,天瑞仪器,江苏,电器仪表,L,20110125,N
300166.SZ,300166,东方国信,北京,软件服务,L,20110125,S
300167.SZ,300167,迪威迅,深圳,软件服务,L,20110125,N
300168.SZ,300168,万达信息,上海,软件服务,L,20110125,S
300169.SZ,300169,天晟新材,江苏,塑料,L,20110125,N
300170.SZ,300170,汉得信息,上海,软件服务,L,20110201,S
300171.SZ,300171,东富龙,上海,医疗保健,L,20110201,S
300172.SZ,300172,中电环保,江苏,环境保护,L,20110201,N
300173.SZ,300173,福能东方,广东,轻工机械,L,20110201,N
300174.SZ,300174,元力股份,福建,化工原料,L,20110201,S
300175.SZ,300175,朗源股份,山东,食品,L,20110215,N
300176.SZ,300176,派生科技,广东,汽车配件,L,20110215,N
300177.SZ,300177,中海达,广东,通信设备,L,20110215,S
300179.SZ,300179,四方达,河南,矿物制品,L,20110215,S
300180.SZ,300180,华峰超纤,上海,化纤,L,20110222,S
300181.SZ,300181,佐力药业,浙江,中成药,L,20110222,S
300182.SZ,300182,捷成股份,北京,影视音像,L,20110222,S
300183.SZ,300183,东软载波,山东,通信设备,L,20110222,S
300184.SZ,300184,力源信息,湖北,元器件,L,20110222,S
300185.SZ,300185,通裕重工,山东,工程机械,L,20110308,S
300187.SZ,300187,永清环保,湖南,环境保护,L,20110308,N
300188.SZ,300188,美亚柏科,福建,软件服务,L,20110316,S
300189.SZ,300189,神农科技,海南,种植业,L,20110316,N
300190.SZ,300190,维尔利,江苏,环境保护,L,20110316,N
300191.SZ,300191,潜能恒信,北京,石油开采,L,20110316,S
300192.SZ,300192,科德教育,江苏,文教休闲,L,20110322,N
300193.SZ,300193,佳士科技,深圳,专用机械,L,20110322,N
300194.SZ,300194,福安药业,重庆,化学制药,L,20110322,N
300195.SZ,300195,长荣股份,天津,轻工机械,L,20110329,N
300196.SZ,300196,长海股份,江苏,玻璃,L,20110329,S
300197.SZ,300197,节能铁汉,深圳,环境保护,L,20110329,S
300198.SZ,300198,纳川股份,福建,塑料,L,20110407,N
300199.SZ,300199,翰宇药业,深圳,化学制药,L,20110407,S
300200.SZ,300200,高盟新材,北京,化工原料,L,20110407,N
300201.SZ,300201,*ST海伦,江苏,专用机械,L,20110407,N
300203.SZ,300203,聚光科技,浙江,环境保护,L,20110415,S
300204.SZ,300204,舒泰神,北京,生物制药,L,20110415,S
300205.SZ,300205,天喻信息,湖北,通信设备,L,20110421,S
300206.SZ,300206,理邦仪器,深圳,医疗保健,L,20110421,S
300207.SZ,300207,欣旺达,深圳,电气设备,L,20110421,S
300208.SZ,300208,青岛中程,山东,电气设备,L,20110426,S
300209.SZ,300209,有棵树,湖南,互联网,L,20110426,N
300210.SZ,300210,森远股份,辽宁,专用机械,L,20110426,N
300211.SZ,300211,亿通科技,江苏,通信设备,L,20110505,N
300212.SZ,300212,易华录,北京,软件服务,L,20110505,S
300213.SZ,300213,佳讯飞鸿,北京,通信设备,L,20110505,N
300214.SZ,300214,日科化学,山东,化工原料,L,20110511,N
300215.SZ,300215,电科院,江苏,电气设备,L,20110511,N
300217.SZ,300217,东方电热,江苏,家用电器,L,20110518,S
300218.SZ,300218,安利股份,安徽,塑料,L,20110518,N
300219.SZ,300219,鸿利智汇,广东,元器件,L,20110518,S
300220.SZ,300220,金运激光,湖北,专用机械,L,20110525,N
300221.SZ,300221,银禧科技,广东,塑料,L,20110525,N
300222.SZ,300222,科大智能,上海,电气设备,L,20110525,S
300223.SZ,300223,北京君正,北京,半导体,L,20110531,S
300224.SZ,300224,正海磁材,山东,矿物制品,L,20110531,S
300225.SZ,300225,金力泰,上海,染料涂料,L,20110531,N
300226.SZ,300226,上海钢联,上海,互联网,L,20110608,S
300227.SZ,300227,光韵达,深圳,专用机械,L,20110608,N
300228.SZ,300228,富瑞特装,江苏,化工机械,L,20110608,N
300229.SZ,300229,拓尔思,北京,软件服务,L,20110615,S
300230.SZ,300230,永利股份,上海,塑料,L,20110615,N
300231.SZ,300231,银信科技,北京,软件服务,L,20110615,N
300232.SZ,300232,洲明科技,深圳,半导体,L,20110622,S
300233.SZ,300233,金城医药,山东,化学制药,L,20110622,S
300234.SZ,300234,开尔新材,浙江,陶瓷,L,20110622,N
300235.SZ,300235,方直科技,深圳,软件服务,L,20110629,N
300236.SZ,300236,上海新阳,上海,半导体,L,20110629,S
300237.SZ,300237,美晨生态,山东,汽车配件,L,20110629,N
300238.SZ,300238,冠昊生物,广东,医疗保健,L,20110706,N
300239.SZ,300239,东宝生物,内蒙,生物制药,L,20110706,N
300240.SZ,300240,飞力达,江苏,仓储物流,L,20110706,N
300241.SZ,300241,瑞丰光电,深圳,半导体,L,20110712,N
300242.SZ,300242,佳云科技,广东,互联网,L,20110712,N
300243.SZ,300243,瑞丰高材,山东,化工原料,L,20110712,N
300244.SZ,300244,迪安诊断,浙江,医疗保健,L,20110719,S
300245.SZ,300245,天玑科技,上海,软件服务,L,20110719,N
300246.SZ,300246,宝莱特,广东,医疗保健,L,20110719,N
300247.SZ,300247,融捷健康,安徽,医疗保健,L,20110729,N
300248.SZ,300248,新开普,河南,软件服务,L,20110729,N
300249.SZ,300249,依米康,四川,软件服务,L,20110803,N
300250.SZ,300250,初灵信息,浙江,软件服务,L,20110803,N
300251.SZ,300251,光线传媒,北京,影视音像,L,20110803,S
300252.SZ,300252,金信诺,深圳,通信设备,L,20110818,N
300253.SZ,300253,卫宁健康,上海,软件服务,L,20110818,S
300254.SZ,300254,仟源医药,山西,化学制药,L,20110819,N
300255.SZ,300255,常山药业,河北,生物制药,L,20110819,S
300256.SZ,300256,ST星星,江西,元器件,L,20110819,N
300257.SZ,300257,开山股份,上海,机械基件,L,20110819,S
300258.SZ,300258,精锻科技,江苏,汽车配件,L,20110826,S
300259.SZ,300259,新天科技,河南,电器仪表,L,20110831,N
300260.SZ,300260,新莱应材,江苏,机械基件,L,20110906,S
300261.SZ,300261,雅本化学,江苏,农药化肥,L,20110906,S
300262.SZ,300262,巴安水务,上海,水务,L,20110916,N
300263.SZ,300263,隆华科技,河南,专用机械,L,20110916,S
300264.SZ,300264,佳创视讯,深圳,软件服务,L,20110916,N
300265.SZ,300265,通光线缆,江苏,电气设备,L,20110916,N
300266.SZ,300266,兴源环境,浙江,环境保护,L,20110927,S
300267.SZ,300267,尔康制药,湖南,化学制药,L,20110927,S
300268.SZ,300268,*ST佳沃,湖南,农业综合,L,20110927,N
300269.SZ,300269,联建光电,深圳,半导体,L,20111012,N
300270.SZ,300270,中威电子,浙江,通信设备,L,20111012,N
300271.SZ,300271,华宇软件,北京,软件服务,L,20111026,S
300272.SZ,300272,开能健康,上海,家用电器,L,20111102,N
300273.SZ,300273,*ST和佳,广东,医疗保健,L,20111026,N
300274.SZ,300274,阳光电源,安徽,电气设备,L,20111102,S
300275.SZ,300275,梅安森,重庆,工程机械,L,20111102,N
300276.SZ,300276,三丰智能,湖北,专用机械,L,20111115,S
300277.SZ,300277,海联讯,深圳,软件服务,L,20111123,N
300278.SZ,300278,华昌达,湖北,专用机械,L,20111216,S
300279.SZ,300279,和晶科技,江苏,元器件,L,20111229,N
300280.SZ,300280,紫天科技,福建,广告包装,L,20111229,N
300281.SZ,300281,金明精机,广东,专用机械,L,20111229,N
300282.SZ,300282,ST三盛,北京,文教休闲,L,20111229,N
300283.SZ,300283,温州宏丰,浙江,电气设备,L,20120110,N
300284.SZ,300284,苏交科,江苏,建筑工程,L,20120110,S
300285.SZ,300285,国瓷材料,山东,陶瓷,L,20120113,S
300286.SZ,300286,安科瑞,上海,电器仪表,L,20120113,S
300287.SZ,300287,飞利信,北京,软件服务,L,20120201,S
300288.SZ,300288,朗玛信息,贵州,软件服务,L,20120216,N
300289.SZ,300289,利德曼,北京,医疗保健,L,20120216,N
300290.SZ,300290,荣科科技,辽宁,软件服务,L,20120216,N
300291.SZ,300291,百纳千成,北京,影视音像,L,20120209,N
300292.SZ,300292,吴通控股,江苏,软件服务,L,20120229,N
300293.SZ,300293,蓝英装备,辽宁,专用机械,L,20120308,N
300294.SZ,300294,博雅生物,江西,生物制药,L,20120308,S
300295.SZ,300295,三六五网,江苏,互联网,L,20120315,N
300296.SZ,300296,利亚德,北京,半导体,L,20120315,S
300297.SZ,300297,*ST蓝盾,四川,软件服务,L,20120315,N
300298.SZ,300298,三诺生物,湖南,医疗保健,L,20120319,S
300299.SZ,300299,富春股份,福建,互联网,L,20120319,N
300300.SZ,300300,海峡创新,福建,软件服务,L,20120319,N
300301.SZ,300301,*ST长方,深圳,半导体,L,20120321,N
300302.SZ,300302,同有科技,北京,软件服务,L,20120321,N
300303.SZ,300303,聚飞光电,深圳,半导体,L,20120319,S
300304.SZ,300304,云意电气,江苏,汽车配件,L,20120321,N
300305.SZ,300305,裕兴股份,江苏,塑料,L,20120329,N
300306.SZ,300306,远方信息,浙江,电器仪表,L,20120329,N
300307.SZ,300307,慈星股份,浙江,纺织机械,L,20120329,N
300308.SZ,300308,中际旭创,山东,通信设备,L,20120410,S
300309.SZ,300309,*ST吉艾,北京,多元金融,L,20120410,N
300310.SZ,300310,宜通世纪,广东,通信设备,L,20120425,N
300311.SZ,300311,任子行,深圳,软件服务,L,20120425,N
300313.SZ,300313,ST天山,新疆,农业综合,L,20120425,N
300314.SZ,300314,戴维医疗,浙江,医疗保健,L,20120508,N
300315.SZ,300315,掌趣科技,北京,互联网,L,20120511,S
300316.SZ,300316,晶盛机电,浙江,专用机械,L,20120511,S
300317.SZ,300317,珈伟新能,深圳,电气设备,L,20120511,N
300318.SZ,300318,博晖创新,北京,医疗保健,L,20120523,S
300319.SZ,300319,麦捷科技,深圳,元器件,L,20120523,S
300320.SZ,300320,海达股份,江苏,橡胶,L,20120601,S
300321.SZ,300321,同大股份,山东,塑料,L,20120523,N
300322.SZ,300322,硕贝德,广东,通信设备,L,20120608,N
300323.SZ,300323,华灿光电,湖北,半导体,L,20120601,S
300324.SZ,300324,旋极信息,北京,软件服务,L,20120608,S
300326.SZ,300326,凯利泰,上海,医疗保健,L,20120613,S
300327.SZ,300327,中颖电子,上海,半导体,L,20120613,S
300328.SZ,300328,宜安科技,广东,小金属,L,20120619,S
300329.SZ,300329,海伦钢琴,浙江,文教休闲,L,20120619,N
300330.SZ,300330,*ST计通,上海,软件服务,L,20120619,N
300331.SZ,300331,苏大维格,江苏,元器件,L,20120628,S
300332.SZ,300332,天壕环境,北京,供气供热,L,20120628,S
300333.SZ,300333,兆日科技,深圳,软件服务,L,20120628,N
300334.SZ,300334,津膜科技,天津,水务,L,20120705,N
300335.SZ,300335,迪森股份,广东,供气供热,L,20120710,N
300336.SZ,300336,*ST新文,上海,影视音像,L,20120710,N
300337.SZ,300337,银邦股份,江苏,铝,L,20120718,S
300338.SZ,300338,ST开元,湖南,文教休闲,L,20120726,N
300339.SZ,300339,润和软件,江苏,软件服务,L,20120718,S
300340.SZ,300340,科恒股份,广东,电气设备,L,20120726,N
300341.SZ,300341,麦克奥迪,福建,电气设备,L,20120726,N
300342.SZ,300342,天银机电,江苏,家用电器,L,20120726,N
300343.SZ,300343,联创股份,山东,化工原料,L,20120801,S
300344.SZ,300344,立方数科,安徽,软件服务,L,20120801,N
300345.SZ,300345,华民股份,湖南,机械基件,L,20120801,N
300346.SZ,300346,南大光电,江苏,元器件,L,20120807,S
300347.SZ,300347,泰格医药,浙江,医疗保健,L,20120817,S
300348.SZ,300348,长亮科技,深圳,软件服务,L,20120817,S
300349.SZ,300349,金卡智能,浙江,电器仪表,L,20120817,N
300350.SZ,300350,华鹏飞,深圳,仓储物流,L,20120821,N
300351.SZ,300351,永贵电器,浙江,运输设备,L,20120920,S
300352.SZ,300352,北信源,北京,软件服务,L,20120912,S
300353.SZ,300353,东土科技,北京,通信设备,L,20120927,S
300354.SZ,300354,东华测试,江苏,电器仪表,L,20120920,S
300355.SZ,300355,蒙草生态,内蒙,环境保护,L,20120927,S
300356.SZ,300356,*ST光一,江苏,电气设备,L,20121009,N
300357.SZ,300357,我武生物,浙江,生物制药,L,20140121,S
300358.SZ,300358,楚天科技,湖南,医疗保健,L,20140121,S
300359.SZ,300359,全通教育,广东,文教休闲,L,20140121,N
300360.SZ,300360,炬华科技,浙江,电器仪表,L,20140121,S
300363.SZ,300363,博腾股份,重庆,化学制药,L,20140129,S
300364.SZ,300364,中文在线,北京,出版业,L,20150121,S
300365.SZ,300365,恒华科技,北京,软件服务,L,20140123,S
300366.SZ,300366,创意信息,四川,软件服务,L,20140127,S
300368.SZ,300368,汇金股份,河北,IT设备,L,20140123,N
300369.SZ,300369,绿盟科技,北京,软件服务,L,20140129,S
300370.SZ,300370,*ST安控,四川,电器仪表,L,20140123,N
300371.SZ,300371,汇中股份,河北,电器仪表,L,20140123,N
300373.SZ,300373,扬杰科技,江苏,半导体,L,20140123,S
300374.SZ,300374,中铁装配,北京,其他建材,L,20150319,N
300375.SZ,300375,鹏翎股份,天津,汽车配件,L,20140127,N
300376.SZ,300376,易事特,广东,电气设备,L,20140127,S
300377.SZ,300377,赢时胜,深圳,软件服务,L,20140127,S
300378.SZ,300378,鼎捷软件,上海,软件服务,L,20140127,N
300379.SZ,300379,东方通,北京,软件服务,L,20140128,S
300380.SZ,300380,安硕信息,上海,软件服务,L,20140128,N
300381.SZ,300381,溢多利,广东,化学制药,L,20140128,N
300382.SZ,300382,斯莱克,江苏,专用机械,L,20140129,S
300383.SZ,300383,光环新网,北京,电信运营,L,20140129,S
300384.SZ,300384,三联虹普,北京,建筑工程,L,20140801,S
300385.SZ,300385,雪浪环境,江苏,环境保护,L,20140626,N
300386.SZ,300386,飞天诚信,北京,软件服务,L,20140626,N
300387.SZ,300387,富邦股份,湖北,农药化肥,L,20140702,N
300388.SZ,300388,节能国祯,安徽,环境保护,L,20140801,N
300389.SZ,300389,艾比森,深圳,半导体,L,20140801,N
300390.SZ,300390,天华新能,江苏,电气设备,L,20140731,S
300391.SZ,300391,长药控股,山东,中成药,L,20140801,N
300392.SZ,300392,*ST腾信,北京,互联网,L,20140910,N
300393.SZ,300393,中来股份,江苏,塑料,L,20140912,S
300394.SZ,300394,天孚通信,江苏,通信设备,L,20150217,S
300395.SZ,300395,菲利华,湖北,玻璃,L,20140910,S
300396.SZ,300396,迪瑞医疗,吉林,医疗保健,L,20140910,S
300397.SZ,300397,天和防务,陕西,通信设备,L,20140910,S
300398.SZ,300398,飞凯材料,上海,化工原料,L,20141009,S
300399.SZ,300399,天利科技,江西,互联网,L,20141009,N
300400.SZ,300400,劲拓股份,深圳,专用机械,L,20141010,N
300401.SZ,300401,花园生物,浙江,化学制药,L,20141009,S
300402.SZ,300402,宝色股份,江苏,专用机械,L,20141010,N
300403.SZ,300403,汉宇集团,广东,家用电器,L,20141030,N
300404.SZ,300404,博济医药,广东,医疗保健,L,20150424,N
300405.SZ,300405,科隆股份,辽宁,化工原料,L,20141030,N
300406.SZ,300406,九强生物,北京,医疗保健,L,20141030,S
300407.SZ,300407,凯发电气,天津,电气设备,L,20141203,N
300408.SZ,300408,三环集团,广东,元器件,L,20141203,S
300409.SZ,300409,道氏技术,广东,电气设备,L,20141203,S
300410.SZ,300410,正业科技,广东,电器仪表,L,20141231,N
300411.SZ,300411,金盾股份,浙江,专用机械,L,20141231,N
300412.SZ,300412,迦南科技,浙江,医疗保健,L,20141231,N
300413.SZ,300413,芒果超媒,湖南,影视音像,L,20150121,S
300414.SZ,300414,中光防雷,四川,通信设备,L,20150513,N
300415.SZ,300415,伊之密,广东,专用机械,L,20150123,S
300416.SZ,300416,苏试试验,江苏,电器仪表,L,20150122,S
300417.SZ,300417,南华仪器,广东,电器仪表,L,20150123,N
300418.SZ,300418,昆仑万维,北京,互联网,L,20150121,S
300419.SZ,300419,浩丰科技,北京,软件服务,L,20150122,N
300420.SZ,300420,五洋停车,江苏,机械基件,L,20150217,N
300421.SZ,300421,力星股份,江苏,机械基件,L,20150217,N
300422.SZ,300422,博世科,广西,环境保护,L,20150217,N
300423.SZ,300423,昇辉科技,山东,电气设备,L,20150217,S
300424.SZ,300424,航新科技,广东,航空,L,20150422,N
300425.SZ,300425,中建环能,四川,环境保护,L,20150216,N
300426.SZ,300426,唐德影视,浙江,影视音像,L,20150217,N
300427.SZ,300427,红相股份,福建,电气设备,L,20150217,S
300428.SZ,300428,立中集团,河北,汽车配件,L,20150319,S
300429.SZ,300429,强力新材,江苏,化工原料,L,20150324,N
300430.SZ,300430,诚益通,北京,电器仪表,L,20150319,N
300432.SZ,300432,富临精工,四川,汽车配件,L,20150319,S
300433.SZ,300433,蓝思科技,湖南,元器件,L,20150318,S
300434.SZ,300434,金石亚药,四川,化学制药,L,20150424,N
300435.SZ,300435,中泰股份,浙江,供气供热,L,20150326,S
300436.SZ,300436,广生堂,福建,化学制药,L,20150422,S
300437.SZ,300437,清水源,河南,化工原料,L,20150423,N
300438.SZ,300438,鹏辉能源,广东,电气设备,L,20150424,S
300439.SZ,300439,美康生物,浙江,医疗保健,L,20150422,N
300440.SZ,300440,运达科技,四川,软件服务,L,20150423,N
300441.SZ,300441,鲍斯股份,浙江,机床制造,L,20150423,N
300442.SZ,300442,润泽科技,上海,轻工机械,L,20150424,S
300443.SZ,300443,金雷股份,山东,电气设备,L,20150422,S
300444.SZ,300444,双杰电气,北京,电气设备,L,20150423,N
300445.SZ,300445,康斯特,北京,电器仪表,L,20150424,N
300446.SZ,300446,乐凯新材,河北,化工原料,L,20150423,N
300447.SZ,300447,全信股份,江苏,电气设备,L,20150422,S
300448.SZ,300448,浩云科技,广东,软件服务,L,20150424,N
300449.SZ,300449,汉邦高科,北京,IT设备,L,20150422,N
300450.SZ,300450,先导智能,江苏,专用机械,L,20150518,S
300451.SZ,300451,创业慧康,浙江,软件服务,L,20150514,S
300452.SZ,300452,山河药辅,安徽,化学制药,L,20150515,N
300453.SZ,300453,三鑫医疗,江西,医疗保健,L,20150515,N
300454.SZ,300454,深信服,深圳,软件服务,L,20180516,S
300455.SZ,300455,康拓红外,北京,运输设备,L,20150515,S
300456.SZ,300456,赛微电子,北京,元器件,L,20150514,S
300457.SZ,300457,赢合科技,深圳,专用机械,L,20150514,S
300458.SZ,300458,全志科技,广东,元器件,L,20150515,S
300459.SZ,300459,汤姆猫,浙江,互联网,L,20150515,S
300460.SZ,300460,惠伦晶体,广东,元器件,L,20150515,N
300461.SZ,300461,田中精机,浙江,专用机械,L,20150519,N
300462.SZ,300462,华铭智能,上海,IT设备,L,20150527,N
300463.SZ,300463,迈克生物,四川,医疗保健,L,20150528,S
300464.SZ,300464,星徽股份,广东,机械基件,L,20150610,N
300465.SZ,300465,高伟达,北京,软件服务,L,20150528,N
300466.SZ,300466,赛摩智能,江苏,电器仪表,L,20150528,N
300467.SZ,300467,迅游科技,四川,互联网,L,20150527,N
300468.SZ,300468,四方精创,深圳,软件服务,L,20150527,S
300469.SZ,300469,信息发展,上海,软件服务,L,20150611,N
300470.SZ,300470,中密控股,四川,机械基件,L,20150612,S
300471.SZ,300471,厚普股份,四川,专用机械,L,20150611,S
300472.SZ,300472,新元科技,江西,专用机械,L,20150611,N
300473.SZ,300473,德尔股份,辽宁,汽车配件,L,20150612,N
300474.SZ,300474,景嘉微,湖南,元器件,L,20160331,S
300475.SZ,300475,香农芯创,安徽,元器件,L,20150610,S
300476.SZ,300476,胜宏科技,广东,元器件,L,20150611,S
300477.SZ,300477,合纵科技,北京,电气设备,L,20150610,S
300478.SZ,300478,杭州高新,浙江,塑料,L,20150610,N
300479.SZ,300479,神思电子,山东,软件服务,L,20150612,N
300480.SZ,300480,光力科技,河南,专用机械,L,20150702,S
300481.SZ,300481,濮阳惠成,河南,化工原料,L,20150630,S
300482.SZ,300482,万孚生物,广东,医疗保健,L,20150630,S
300483.SZ,300483,首华燃气,上海,石油开采,L,20150630,N
300484.SZ,300484,蓝海华腾,深圳,电气设备,L,20160322,N
300485.SZ,300485,赛升药业,北京,生物制药,L,20150626,S
300486.SZ,300486,东杰智能,山西,专用机械,L,20150630,N
300487.SZ,300487,蓝晓科技,陕西,化工原料,L,20150702,S
300488.SZ,300488,恒锋工具,浙江,机械基件,L,20150701,N
300489.SZ,300489,光智科技,黑龙江,元器件,L,20150701,N
300490.SZ,300490,华自科技,湖南,电气设备,L,20151231,N
300491.SZ,300491,通合科技,河北,电气设备,L,20151231,N
300492.SZ,300492,华图山鼎,四川,建筑工程,L,20151223,N
300493.SZ,300493,润欣科技,上海,元器件,L,20151210,N
300494.SZ,300494,盛天网络,湖北,互联网,L,20151231,N
300495.SZ,300495,*ST美尚,深圳,环境保护,L,20151222,N
300496.SZ,300496,中科创达,北京,软件服务,L,20151210,S
300497.SZ,300497,富祥药业,江西,化学制药,L,20151222,S
300498.SZ,300498,温氏股份,广东,农业综合,L,20151102,S
300499.SZ,300499,高澜股份,广东,专用机械,L,20160202,N
300500.SZ,300500,启迪设计,江苏,建筑工程,L,20160204,N
300501.SZ,300501,海顺新材,上海,广告包装,L,20160204,N
300502.SZ,300502,新易盛,四川,通信设备,L,20160303,S
300503.SZ,300503,昊志机电,广东,机床制造,L,20160309,N
300504.SZ,300504,天邑股份,四川,通信设备,L,20180330,N
300505.SZ,300505,川金诺,云南,农药化肥,L,20160315,S
300506.SZ,300506,名家汇,深圳,建筑工程,L,20160324,N
300507.SZ,300507,苏奥传感,江苏,汽车配件,L,20160429,S
300508.SZ,300508,维宏股份,上海,软件服务,L,20160419,N
300509.SZ,300509,新美星,江苏,专用机械,L,20160425,N
300510.SZ,300510,金冠股份,吉林,电气设备,L,20160506,N
300511.SZ,300511,雪榕生物,上海,种植业,L,20160504,N
300512.SZ,300512,中亚股份,浙江,专用机械,L,20160526,N
300513.SZ,300513,恒实科技,北京,软件服务,L,20160530,N
300514.SZ,300514,友讯达,深圳,电器仪表,L,20170426,N
300515.SZ,300515,三德科技,湖南,电器仪表,L,20160608,N
300516.SZ,300516,久之洋,湖北,电器仪表,L,20160602,N
300517.SZ,300517,海波重科,湖北,建筑工程,L,20160719,N
300518.SZ,300518,盛讯达,深圳,互联网,L,20160624,S
300519.SZ,300519,新光药业,浙江,中成药,L,20160624,N
300520.SZ,300520,科大国创,安徽,软件服务,L,20160708,N
300521.SZ,300521,爱司凯,广东,专用机械,L,20160705,N
300522.SZ,300522,世名科技,江苏,染料涂料,L,20160705,N
