l1code,l1name,l2code,l2name,l3code,l3name,code,name,area,market,exchange,list_status,list_date,is_hs
801200.SI,商贸零售,801204.SI,专业连锁Ⅱ,852041.SI,专业连锁Ⅲ,600122,*ST宏图,江苏,主板,SSE,L,19980420,N
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600128,弘业股份,江苏,主板,SSE,L,19970901,N
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600250,南纺股份,江苏,主板,SSE,L,20010306,N
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600278,东方创业,上海,主板,SSE,L,20000712,H
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600280,中央商场,江苏,主板,SSE,L,20000926,N
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600287,江苏舜天,江苏,主板,SSE,L,20000901,N
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600306,*ST商城,辽宁,主板,SSE,L,20001226,N
801200.SI,商贸零售,801203.SI,一般零售,852032.SI,超市,600361,创新新材,北京,主板,SSE,L,20011129,H
801200.SI,商贸零售,801206.SI,互联网电商,,,600365,ST通葡,吉林,主板,SSE,L,20010115,N
801200.SI,商贸零售,801203.SI,一般零售,852034.SI,商业物业经营,600415,小商品城,浙江,主板,SSE,L,20020509,H
801200.SI,商贸零售,801206.SI,互联网电商,852063.SI,电商服务,600539,狮头股份,山西,主板,SSE,L,20010824,N
801200.SI,商贸零售,801203.SI,一般零售,852034.SI,商业物业经营,600605,汇通能源,上海,主板,SSE,L,19920327,N
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600608,ST沪科,上海,主板,SSE,L,19920327,N
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600628,新世界,上海,主板,SSE,L,19930119,N
801200.SI,商贸零售,801203.SI,一般零售,852034.SI,商业物业经营,600655,豫园股份,上海,主板,SSE,L,19920902,H
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600693,东百集团,福建,主板,SSE,L,19931122,N
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600694,大商股份,辽宁,主板,SSE,L,19931122,H
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600697,欧亚集团,吉林,主板,SSE,L,19931206,N
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600710,苏美达,江苏,主板,SSE,L,19960701,H
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600712,南宁百货,广西,主板,SSE,L,19960626,N
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600729,重庆百货,重庆,主板,SSE,L,19960702,H
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600738,丽尚国潮,甘肃,主板,SSE,L,19960802,H
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600778,友好集团,新疆,主板,SSE,L,19961203,N
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600785,新华百货,宁夏,主板,SSE,L,19970108,N
801200.SI,商贸零售,801203.SI,一般零售,852034.SI,商业物业经营,600790,轻纺城,浙江,主板,SSE,L,19970228,H
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600811,东方集团,黑龙江,主板,SSE,L,19940106,H
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600814,杭州解百,浙江,主板,SSE,L,19940114,N
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600824,益民集团,上海,主板,SSE,L,19940204,N
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600827,百联股份,上海,主板,SSE,L,19940204,H
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600828,茂业商业,四川,主板,SSE,L,19940224,H
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600838,上海九百,上海,主板,SSE,L,19940224,N
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600857,宁波中百,浙江,主板,SSE,L,19940425,N
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600858,银座股份,山东,主板,SSE,L,19940506,N
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600859,王府井,北京,主板,SSE,L,19940506,H
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600861,北京城乡,北京,主板,SSE,L,19940520,H
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600865,百大集团,浙江,主板,SSE,L,19940809,N
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600981,汇鸿集团,江苏,主板,SSE,L,20040630,H
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,601010,文峰股份,江苏,主板,SSE,L,20110603,N
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,601028,玉龙股份,山东,主板,SSE,L,20111107,H
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,601061,中信金属,北京,主板,SSE,L,20230410,N
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,601086,国芳集团,甘肃,主板,SSE,L,20170929,N
801200.SI,商贸零售,801206.SI,互联网电商,852062.SI,跨境电商,601113,华鼎股份,浙江,主板,SSE,L,20110509,N
801200.SI,商贸零售,801203.SI,一般零售,852032.SI,超市,601116,三江购物,浙江,主板,SSE,L,20110302,H
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,601366,利群股份,山东,主板,SSE,L,20170412,N
801200.SI,商贸零售,801203.SI,一般零售,852034.SI,商业物业经营,601828,美凯龙,上海,主板,SSE,L,20180117,H
801200.SI,商贸零售,,,,,601888,中国中免,北京,主板,SSE,L,20091015,H
801200.SI,商贸零售,801203.SI,一般零售,852032.SI,超市,601933,永辉超市,福建,主板,SSE,L,20101215,H
801200.SI,商贸零售,801203.SI,一般零售,852032.SI,超市,603031,安孚科技,安徽,主板,SSE,L,20160822,H
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,603101,汇嘉时代,新疆,主板,SSE,L,20160506,N
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,603123,翠微股份,北京,主板,SSE,L,20120503,H
801200.SI,商贸零售,801204.SI,专业连锁Ⅱ,852041.SI,专业连锁Ⅲ,603214,爱婴室,上海,主板,SSE,L,20180330,N
801200.SI,商贸零售,801206.SI,互联网电商,,,603613,国联股份,北京,主板,SSE,L,20190730,H
801200.SI,商贸零售,801203.SI,一般零售,852034.SI,商业物业经营,603682,锦和商管,上海,主板,SSE,L,20200421,N
801200.SI,商贸零售,801203.SI,一般零售,852032.SI,超市,603708,家家悦,山东,主板,SSE,L,20161213,H
801200.SI,商贸零售,801206.SI,互联网电商,852063.SI,电商服务,605136,丽人丽妆,上海,主板,SSE,L,20200929,H
801200.SI,商贸零售,801203.SI,一般零售,852032.SI,超市,605188,国光连锁,江西,主板,SSE,L,20200728,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600325,华发股份,广东,主板,SSE,L,20040225,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600743,华远地产,北京,主板,SSE,L,19960909,N
801180.SI,房地产,801181.SI,房地产开发,851813.SI,产业地产,600463,空港股份,北京,主板,SSE,L,20040318,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600748,上实发展,上海,主板,SSE,L,19960925,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600791,京能置业,北京,主板,SSE,L,19970130,N
801180.SI,房地产,801181.SI,房地产开发,851813.SI,产业地产,600895,张江高科,上海,主板,SSE,L,19960422,H
801180.SI,房地产,801181.SI,房地产开发,851813.SI,产业地产,600604,市北高新,上海,主板,SSE,L,19920327,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600606,绿地控股,上海,主板,SSE,L,19920327,H
801180.SI,房地产,801181.SI,房地产开发,851813.SI,产业地产,600648,外高桥,上海,主板,SSE,L,19930504,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600376,首开股份,北京,主板,SSE,L,20010312,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600064,南京高科,江苏,主板,SSE,L,19970506,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600322,天房发展,天津,主板,SSE,L,20010910,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600266,城建发展,北京,主板,SSE,L,19990203,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600393,粤泰股份,广东,主板,SSE,L,20010319,N
801180.SI,房地产,801181.SI,房地产开发,851813.SI,产业地产,600639,浦东金桥,上海,主板,SSE,L,19930326,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600684,珠江股份,广东,主板,SSE,L,19931028,N
801180.SI,房地产,801181.SI,房地产开发,851812.SI,商业地产,600007,中国国贸,北京,主板,SSE,L,19990312,H
801180.SI,房地产,801181.SI,房地产开发,851812.SI,商业地产,600663,陆家嘴,上海,主板,SSE,L,19930628,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600162,香江控股,深圳,主板,SSE,L,19980609,H
801180.SI,房地产,801181.SI,房地产开发,851813.SI,产业地产,600340,华夏幸福,河北,主板,SSE,L,20031230,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600565,迪马股份,重庆,主板,SSE,L,20020723,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600683,京投发展,浙江,主板,SSE,L,19931025,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,601588,北辰实业,北京,主板,SSE,L,20061016,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600159,大龙地产,北京,主板,SSE,L,19980526,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600246,万通发展,北京,主板,SSE,L,20000922,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600638,新黄浦,上海,主板,SSE,L,19930326,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600665,天地源,陕西,主板,SSE,L,19930709,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600736,苏州高新,江苏,主板,SSE,L,19960815,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600675,中华企业,上海,主板,SSE,L,19930924,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600823,世茂股份,上海,主板,SSE,L,19940204,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600383,金地集团,深圳,主板,SSE,L,20010412,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600641,万业企业,上海,主板,SSE,L,19930407,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600533,栖霞建设,江苏,主板,SSE,L,20020328,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600048,保利发展,广东,主板,SSE,L,20060731,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600239,ST云城,云南,主板,SSE,L,19991202,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600208,新湖中宝,浙江,主板,SSE,L,19990623,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600067,冠城大通,福建,主板,SSE,L,19970508,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600503,华丽家族,上海,主板,SSE,L,20020709,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600657,信达地产,北京,主板,SSE,L,19930524,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600185,格力地产,广东,主板,SSE,L,19990611,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600173,卧龙地产,浙江,主板,SSE,L,19990415,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600223,鲁商发展,山东,主板,SSE,L,20000113,H
801180.SI,房地产,801181.SI,房地产开发,851813.SI,产业地产,600658,电子城,北京,主板,SSE,L,19930524,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600716,凤凰股份,江苏,主板,SSE,L,19960702,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600773,西藏城投,西藏,主板,SSE,L,19961108,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600622,光大嘉宝,上海,主板,SSE,L,19921203,N
801180.SI,房地产,801181.SI,房地产开发,851812.SI,商业地产,601155,新城控股,江苏,主板,SSE,L,20151204,H
801180.SI,房地产,801181.SI,房地产开发,851813.SI,产业地产,600848,上海临港,上海,主板,SSE,L,19940324,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600466,蓝光发展,四川,主板,SSE,L,20010212,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600094,大名城,上海,主板,SSE,L,19970703,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600708,光明地产,上海,主板,SSE,L,19960606,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600077,宋都股份,浙江,主板,SSE,L,19970520,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600649,城投控股,上海,主板,SSE,L,19930518,H
801180.SI,房地产,801183.SI,房地产服务,851831.SI,物业管理,603506,南都物业,浙江,主板,SSE,L,20180201,N
801180.SI,房地产,801181.SI,房地产开发,851813.SI,产业地产,600082,海泰发展,天津,主板,SSE,L,19970620,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600510,黑牡丹,江苏,主板,SSE,L,20020618,H
801180.SI,房地产,801181.SI,房地产开发,851813.SI,产业地产,601512,中新集团,江苏,主板,SSE,L,20191220,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600692,亚通股份,上海,主板,SSE,L,19931119,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600603,广汇物流,四川,主板,SSE,L,19920113,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600846,同济科技,上海,主板,SSE,L,19940311,H
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,002314,南山控股,深圳,中小板,SZSE,L,20091203,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,002133,广宇集团,浙江,中小板,SZSE,L,20070427,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,002244,滨江集团,浙江,中小板,SZSE,L,20080529,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,002208,合肥城建,安徽,中小板,SZSE,L,20080128,S
801180.SI,房地产,801183.SI,房地产服务,,,002285,世联行,深圳,中小板,SZSE,L,20090828,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,002146,荣盛发展,河北,中小板,SZSE,L,20070808,S
801180.SI,房地产,801181.SI,房地产开发,851812.SI,商业地产,002305,南国置业,湖北,中小板,SZSE,L,20091106,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,002016,世荣兆业,广东,中小板,SZSE,L,20040708,N
801180.SI,房地产,801183.SI,房地产服务,,,002377,国创高新,湖北,中小板,SZSE,L,20100323,N
801180.SI,房地产,801183.SI,房地产服务,851831.SI,物业管理,002968,新大正,重庆,中小板,SZSE,L,20191203,N
801180.SI,房地产,801183.SI,房地产服务,851831.SI,物业管理,002188,中天服务,浙江,中小板,SZSE,L,20071122,N
801180.SI,房地产,801183.SI,房地产服务,851831.SI,物业管理,001914,招商积余,深圳,主板,SZSE,L,19940928,S
801180.SI,房地产,801181.SI,房地产开发,851812.SI,商业地产,001979,招商蛇口,深圳,主板,SZSE,L,20151230,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000863,三湘印象,上海,主板,SZSE,L,19970925,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000514,渝开发,重庆,主板,SZSE,L,19930712,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000014,沙河股份,深圳,主板,SZSE,L,19920602,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000558,莱茵体育,浙江,主板,SZSE,L,19940509,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000029,深深房A,深圳,主板,SZSE,L,19930915,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000897,津滨发展,天津,主板,SZSE,L,19990422,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000732,ST泰禾,福建,主板,SZSE,L,19970704,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000042,中洲控股,深圳,主板,SZSE,L,19940921,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000573,粤宏远A,广东,主板,SZSE,L,19940815,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000090,天健集团,深圳,主板,SZSE,L,19990721,S
801180.SI,房地产,801181.SI,房地产开发,851812.SI,商业地产,000608,阳光股份,广西,主板,SZSE,L,19960919,N
801180.SI,房地产,801181.SI,房地产开发,851812.SI,商业地产,000031,大悦城,深圳,主板,SZSE,L,19931008,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000609,中迪投资,北京,主板,SZSE,L,19961010,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000656,金科股份,重庆,主板,SZSE,L,19961128,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000797,中国武夷,福建,主板,SZSE,L,19970715,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000620,新华联,北京,主板,SZSE,L,19961029,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000718,苏宁环球,吉林,主板,SZSE,L,19970408,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000667,美好置业,云南,主板,SZSE,L,19961205,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000002,万科A,深圳,主板,SZSE,L,19910129,S
801180.SI,房地产,801181.SI,房地产开发,851812.SI,商业地产,000402,金融街,北京,主板,SZSE,L,19960626,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000961,中南建设,江苏,主板,SZSE,L,20000301,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000838,财信发展,重庆,主板,SZSE,L,19970626,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000909,数源科技,浙江,主板,SZSE,L,19990507,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000965,天保基建,天津,主板,SZSE,L,20000406,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000671,阳光城,福建,主板,SZSE,L,19961218,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000540,中天金融,贵州,主板,SZSE,L,19940202,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000736,中交地产,重庆,主板,SZSE,L,19970425,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000809,ST新城,辽宁,主板,SZSE,L,19980616,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000918,嘉凯城,浙江,主板,SZSE,L,19990720,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000011,深物业A,深圳,主板,SZSE,L,19920330,S
801180.SI,房地产,801181.SI,房地产开发,851812.SI,商业地产,000069,华侨城A,深圳,主板,SZSE,L,19970910,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000517,荣安地产,浙江,主板,SZSE,L,19930806,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000631,顺发恒业,浙江,主板,SZSE,L,19961122,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000926,福星股份,湖北,主板,SZSE,L,19990618,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000036,华联控股,深圳,主板,SZSE,L,19940617,S
801180.SI,房地产,801183.SI,房地产服务,851831.SI,物业管理,000056,皇庭国际,深圳,主板,SZSE,L,19960708,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000006,深振业A,深圳,主板,SZSE,L,19920427,S
801180.SI,房地产,801183.SI,房地产服务,,,000560,我爱我家,云南,主板,SZSE,L,19940202,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000886,海南高速,海南,主板,SZSE,L,19980123,N
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000046,泛海控股,北京,主板,SZSE,L,19940912,S
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000048,京基智农,深圳,主板,SZSE,L,19941101,S
801180.SI,房地产,801183.SI,房地产服务,851831.SI,物业管理,300917,特发服务,深圳,创业板,SZSE,L,20201221,N
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,000088,盐田港,深圳,主板,SZSE,L,19970728,S
801170.SI,交通运输,801991.SI,航空机场,,,000089,深圳机场,深圳,主板,SZSE,L,19980420,S
801170.SI,交通运输,801991.SI,航空机场,851741.SI,航空运输,000099,中信海直,深圳,主板,SZSE,L,20000731,S
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,000429,粤高速A,广东,主板,SZSE,L,19980220,S
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,000507,珠海港,广东,主板,SZSE,L,19930326,S
801170.SI,交通运输,801992.SI,航运港口,851761.SI,航运,000520,长航凤凰,湖北,主板,SZSE,L,19931025,N
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,000548,湖南投资,湖南,主板,SZSE,L,19931220,N
801170.SI,交通运输,801179.SI,铁路公路,851771.SI,铁路运输,000557,西部创业,宁夏,主板,SZSE,L,19940617,S
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,000582,北部湾港,广西,主板,SZSE,L,19951102,S
801170.SI,交通运输,801178.SI,物流,851782.SI,原材料供应链服务,000626,远大控股,江苏,主板,SZSE,L,19961128,S
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,000755,山西路桥,山西,主板,SZSE,L,19970627,S
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,000828,东莞控股,广东,主板,SZSE,L,19970617,S
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,000885,城发环境,河南,主板,SZSE,L,19990319,S
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,000900,现代投资,湖南,主板,SZSE,L,19990128,S
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,000905,厦门港务,福建,主板,SZSE,L,19990429,S
801170.SI,交通运输,801178.SI,物流,851782.SI,原材料供应链服务,000906,浙商中拓,浙江,主板,SZSE,L,19990707,S
801170.SI,交通运输,801178.SI,物流,851782.SI,原材料供应链服务,001202,炬申股份,广东,主板,SZSE,L,20210429,N
801170.SI,交通运输,801992.SI,航运港口,851761.SI,航运,001205,盛航股份,江苏,主板,SZSE,L,20210513,N
801170.SI,交通运输,801179.SI,铁路公路,851771.SI,铁路运输,001213,中铁特货,北京,主板,SZSE,L,20210908,S
801170.SI,交通运输,801178.SI,物流,851785.SI,跨境物流,001228,永泰运,浙江,主板,SZSE,L,20220429,S
801170.SI,交通运输,801179.SI,铁路公路,851771.SI,铁路运输,001317,三羊马,重庆,主板,SZSE,L,20211130,N
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,001872,招商港口,深圳,主板,SZSE,L,19930505,S
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,001965,招商公路,天津,主板,SZSE,L,20171225,S
801170.SI,交通运输,801178.SI,物流,851787.SI,公路货运,002010,传化智联,浙江,中小板,SZSE,L,20040629,S
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,002040,南京港,江苏,中小板,SZSE,L,20050325,N
801170.SI,交通运输,801178.SI,物流,851784.SI,快递,002120,韵达股份,浙江,中小板,SZSE,L,20070306,S
801170.SI,交通运输,801178.SI,物流,851783.SI,中间产品及消费品供应链服务,002183,怡亚通,深圳,中小板,SZSE,L,20071113,S
801170.SI,交通运输,801992.SI,航运港口,851761.SI,航运,002320,海峡股份,海南,中小板,SZSE,L,20091216,S
801170.SI,交通运输,801178.SI,物流,851784.SI,快递,002352,顺丰控股,深圳,中小板,SZSE,L,20100205,S
801170.SI,交通运输,801179.SI,铁路公路,851721.SI,公交,002357,富临运业,四川,中小板,SZSE,L,20100210,N
801170.SI,交通运输,801178.SI,物流,851784.SI,快递,002468,申通快递,浙江,中小板,SZSE,L,20100908,S
801170.SI,交通运输,801178.SI,物流,851786.SI,仓储物流,002492,恒基达鑫,广东,中小板,SZSE,L,20101102,N
801170.SI,交通运输,801179.SI,铁路公路,851721.SI,公交,002627,三峡旅游,湖北,中小板,SZSE,L,20111103,N
801170.SI,交通运输,801178.SI,物流,851787.SI,公路货运,002682,龙洲股份,福建,中小板,SZSE,L,20120612,N
801170.SI,交通运输,801178.SI,物流,851783.SI,中间产品及消费品供应链服务,002769,普路通,深圳,中小板,SZSE,L,20150629,N
801170.SI,交通运输,801178.SI,物流,851787.SI,公路货运,002800,ST天顺,新疆,中小板,SZSE,L,20160530,N
801170.SI,交通运输,801178.SI,物流,851783.SI,中间产品及消费品供应链服务,002889,东方嘉盛,深圳,中小板,SZSE,L,20170731,N
801170.SI,交通运输,801991.SI,航空机场,851741.SI,航空运输,002928,华夏航空,贵州,中小板,SZSE,L,20180302,S
801170.SI,交通运输,801178.SI,物流,851786.SI,仓储物流,002930,宏川智慧,广东,中小板,SZSE,L,20180328,S
801170.SI,交通运输,801178.SI,物流,851783.SI,中间产品及消费品供应链服务,300013,新宁物流,河南,创业板,SZSE,L,20091030,N
801170.SI,交通运输,801178.SI,物流,851783.SI,中间产品及消费品供应链服务,300240,飞力达,江苏,创业板,SZSE,L,20110706,N
801170.SI,交通运输,801178.SI,物流,851783.SI,中间产品及消费品供应链服务,300350,华鹏飞,深圳,创业板,SZSE,L,20120821,N
801170.SI,交通运输,801178.SI,物流,851783.SI,中间产品及消费品供应链服务,300873,海晨股份,江苏,创业板,SZSE,L,20200824,S
801170.SI,交通运输,801991.SI,航空机场,,,600004,白云机场,广东,主板,SSE,L,20030428,H
801170.SI,交通运输,801991.SI,航空机场,,,600009,上海机场,上海,主板,SSE,L,19980218,H
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,600012,皖通高速,安徽,主板,SSE,L,20030107,H
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,600017,日照港,山东,主板,SSE,L,20061017,H
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,600018,上港集团,上海,主板,SSE,L,20061026,H
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,600020,中原高速,河南,主板,SSE,L,20030808,N
801170.SI,交通运输,801992.SI,航运港口,851761.SI,航运,600026,中远海能,上海,主板,SSE,L,20020523,H
801170.SI,交通运输,801991.SI,航空机场,851741.SI,航空运输,600029,南方航空,广东,主板,SSE,L,20030725,H
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,600033,福建高速,福建,主板,SSE,L,20010209,N
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,600035,楚天高速,湖北,主板,SSE,L,20040310,H
801170.SI,交通运输,801178.SI,物流,851782.SI,原材料供应链服务,600057,厦门象屿,福建,主板,SSE,L,19970604,H
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,600106,重庆路桥,重庆,主板,SSE,L,19970618,H
