l1code,l1name,l2code,l2name,l3code,l3name,code,name,area,market,exchange,list_status,list_date,is_hs
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,600031,三一重工,北京,主板,SSE,L,20030703,H
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,600169,太原重工,山西,主板,SSE,L,19980904,H
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,600320,振华重工,上海,主板,SSE,L,20001221,H
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,600495,晋西车轴,山西,主板,SSE,L,20040526,N
801890.SI,机械设备,801074.SI,专用设备,,,603789,星光农机,浙江,主板,SSE,L,20150427,N
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,603169,兰石重装,甘肃,主板,SSE,L,20141009,H
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,603012,创力集团,上海,主板,SSE,L,20150320,N
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,603338,浙江鼎力,浙江,主板,SSE,L,20150325,H
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,603088,宁波精达,浙江,主板,SSE,L,20141111,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,603011,合锻智能,安徽,主板,SSE,L,20141107,N
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,603111,康尼机电,江苏,主板,SSE,L,20140801,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,600579,克劳斯,山东,主板,SSE,L,20020809,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,603969,银龙股份,天津,主板,SSE,L,20150227,N
801890.SI,机械设备,801074.SI,专用设备,850726.SI,印刷包装机械,603901,永创智能,浙江,主板,SSE,L,20150529,N
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,601766,中国中车,北京,主板,SSE,L,20080818,H
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,603800,道森股份,江苏,主板,SSE,L,20151210,H
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,603159,上海亚虹,上海,主板,SSE,L,20160812,N
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,603090,宏盛股份,江苏,主板,SSE,L,20160831,N
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,603339,四方科技,江苏,主板,SSE,L,20160519,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,603656,泰禾智能,安徽,主板,SSE,L,20170321,N
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,603966,法兰泰克,江苏,主板,SSE,L,20170125,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,603028,赛福天,江苏,主板,SSE,L,20160331,N
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,603298,杭叉集团,浙江,主板,SSE,L,20161227,H
801890.SI,机械设备,801074.SI,专用设备,850721.SI,纺织服装设备,603337,杰克股份,浙江,主板,SSE,L,20170119,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,603667,五洲新春,浙江,主板,SSE,L,20161025,H
801890.SI,机械设备,801078.SI,自动化设备,850782.SI,工控设备,603203,快克智能,江苏,主板,SSE,L,20161108,H
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,601882,海天精工,浙江,主板,SSE,L,20161107,H
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,603269,海鸥股份,江苏,主板,SSE,L,20170517,N
801890.SI,机械设备,801077.SI,工程机械,850772.SI,工程机械器件,603638,艾迪精密,山东,主板,SSE,L,20170120,H
801890.SI,机械设备,801074.SI,专用设备,,,603029,天鹅股份,山东,主板,SSE,L,20160427,N
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,603666,亿嘉和,江苏,主板,SSE,L,20180612,H
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,603855,华荣股份,上海,主板,SSE,L,20170524,H
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,603617,君禾股份,浙江,主板,SSE,L,20170703,N
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,603277,银都股份,浙江,主板,SSE,L,20170911,N
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,603036,如通股份,江苏,主板,SSE,L,20161209,N
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,603757,大元泵业,浙江,主板,SSE,L,20170711,N
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,603331,百达精工,浙江,主板,SSE,L,20170705,N
801890.SI,机械设备,801074.SI,专用设备,850728.SI,楼宇设备,603356,华菱精工,安徽,主板,SSE,L,20180124,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,603895,天永智能,上海,主板,SSE,L,20180122,N
801890.SI,机械设备,801074.SI,专用设备,850728.SI,楼宇设备,603321,梅轮电梯,浙江,主板,SSE,L,20170915,N
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,603912,佳力图,江苏,主板,SSE,L,20171101,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,603076,乐惠国际,浙江,主板,SSE,L,20171113,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,603278,大业股份,山东,主板,SSE,L,20171113,N
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,603500,祥和实业,浙江,主板,SSE,L,20170904,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,603289,泰瑞机器,浙江,主板,SSE,L,20171031,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,603956,威派格,上海,主板,SSE,L,20190222,N
801890.SI,机械设备,801074.SI,专用设备,850721.SI,纺织服装设备,603095,越剑智能,浙江,主板,SSE,L,20200415,N
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,601399,国机重装,四川,主板,SSE,L,20200608,H
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,600528,中铁工业,北京,主板,SSE,L,20010528,H
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,603915,国茂股份,江苏,主板,SSE,L,20190614,H
801890.SI,机械设备,801074.SI,专用设备,850728.SI,楼宇设备,603488,展鹏科技,江苏,主板,SSE,L,20170516,N
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,603187,海容冷链,山东,主板,SSE,L,20181129,H
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,603680,今创集团,江苏,主板,SSE,L,20180227,N
801890.SI,机械设备,801078.SI,自动化设备,850784.SI,其他自动化设备,603960,克来机电,上海,主板,SSE,L,20170314,H
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,600481,双良节能,江苏,主板,SSE,L,20030422,H
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,600243,青海华鼎,青海,主板,SSE,L,20001120,N
801890.SI,机械设备,801074.SI,专用设备,850721.SI,纺织服装设备,600843,上工申贝,上海,主板,SSE,L,19940311,N
801890.SI,机械设备,801074.SI,专用设备,850728.SI,楼宇设备,600835,上海机电,上海,主板,SSE,L,19940224,H
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,600761,安徽合力,安徽,主板,SSE,L,19961009,H
801890.SI,机械设备,801077.SI,工程机械,850772.SI,工程机械器件,605389,长龄液压,江苏,主板,SSE,L,20210322,N
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,605060,联德股份,浙江,主板,SSE,L,20210301,H
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,605298,必得科技,江苏,主板,SSE,L,20210301,N
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,605056,咸亨国际,浙江,主板,SSE,L,20210720,H
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,605001,威奥股份,山东,主板,SSE,L,20200522,N
801890.SI,机械设备,801074.SI,专用设备,850728.SI,楼宇设备,605286,同力日升,江苏,主板,SSE,L,20210322,H
801890.SI,机械设备,801078.SI,自动化设备,850784.SI,其他自动化设备,605186,健麾信息,上海,主板,SSE,L,20201222,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,605100,华丰股份,山东,主板,SSE,L,20200811,N
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,605305,中际联合,北京,主板,SSE,L,20210506,H
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,605259,绿田机械,浙江,主板,SSE,L,20210615,N
801890.SI,机械设备,801074.SI,专用设备,850721.SI,纺织服装设备,600232,金鹰股份,浙江,主板,SSE,L,20000602,N
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,601717,郑煤机,河南,主板,SSE,L,20100803,H
801890.SI,机械设备,801078.SI,自动化设备,850782.SI,工控设备,603025,大豪科技,北京,主板,SSE,L,20150422,H
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,603416,信捷电气,江苏,主板,SSE,L,20161221,H
801890.SI,机械设备,801078.SI,自动化设备,850782.SI,工控设备,603583,捷昌驱动,浙江,主板,SSE,L,20180921,H
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,603698,航天工程,北京,主板,SSE,L,20150128,H
801890.SI,机械设备,801078.SI,自动化设备,850782.SI,工控设备,605288,凯迪股份,江苏,主板,SSE,L,20200601,N
801890.SI,机械设备,801072.SI,通用设备,850713.SI,磨具磨料,600783,鲁信创投,山东,主板,SSE,L,19961225,H
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,600202,哈空调,黑龙江,主板,SSE,L,19990603,N
801890.SI,机械设备,801072.SI,通用设备,850713.SI,磨具磨料,603032,德新科技,新疆,主板,SSE,L,20170105,H
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,600215,派斯林,吉林,主板,SSE,L,19990909,N
801890.SI,机械设备,801074.SI,专用设备,850726.SI,印刷包装机械,002611,东方精工,广东,中小板,SZSE,L,20110830,S
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,002444,巨星科技,浙江,中小板,SZSE,L,20100713,S
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002931,锋龙股份,浙江,中小板,SZSE,L,20180403,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002073,软控股份,山东,中小板,SZSE,L,20061018,S
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002795,永和智控,浙江,中小板,SZSE,L,20160428,N
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002204,大连重工,辽宁,中小板,SZSE,L,20080116,S
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002438,江苏神通,江苏,中小板,SZSE,L,20100623,S
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002490,山东墨龙,山东,中小板,SZSE,L,20101021,S
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002132,恒星科技,河南,中小板,SZSE,L,20070427,S
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002150,通润装备,江苏,中小板,SZSE,L,20070810,S
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,002158,汉钟精机,上海,中小板,SZSE,L,20070817,S
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002164,宁波东力,浙江,中小板,SZSE,L,20070823,N
801890.SI,机械设备,801074.SI,专用设备,850726.SI,印刷包装机械,002209,达意隆,广东,中小板,SZSE,L,20080130,N
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,002248,华东数控,山东,中小板,SZSE,L,20080612,N
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002278,神开股份,上海,中小板,SZSE,L,20090811,N
801890.SI,机械设备,801072.SI,通用设备,850713.SI,磨具磨料,002282,博深股份,河北,中小板,SZSE,L,20090821,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002337,赛象科技,天津,中小板,SZSE,L,20100115,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002347,泰尔股份,安徽,中小板,SZSE,L,20100128,N
801890.SI,机械设备,801074.SI,专用设备,850728.SI,楼宇设备,002367,康力电梯,江苏,中小板,SZSE,L,20100312,S
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002480,新筑股份,四川,中小板,SZSE,L,20100921,N
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002483,润邦股份,江苏,中小板,SZSE,L,20100929,S
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002514,宝馨科技,江苏,中小板,SZSE,L,20101203,S
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,002520,日发精机,浙江,中小板,SZSE,L,20101210,S
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002526,山东矿机,山东,中小板,SZSE,L,20101217,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002529,海源复材,江西,中小板,SZSE,L,20101224,N
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002535,ST林重,河南,中小板,SZSE,L,20110111,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002552,宝鼎科技,浙江,中小板,SZSE,L,20110225,S
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,002559,亚威股份,江苏,中小板,SZSE,L,20110303,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002595,豪迈科技,山东,中小板,SZSE,L,20110628,S
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,002598,山东章鼓,山东,中小板,SZSE,L,20110707,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002633,申科股份,浙江,中小板,SZSE,L,20111122,N
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,002639,雪人股份,福建,中小板,SZSE,L,20111205,S
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002667,鞍重股份,辽宁,中小板,SZSE,L,20120329,S
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,002685,华东重机,江苏,中小板,SZSE,L,20120612,N
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,002686,亿利达,浙江,中小板,SZSE,L,20120703,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002690,美亚光电,安徽,中小板,SZSE,L,20120731,S
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002691,冀凯股份,河北,中小板,SZSE,L,20120731,N
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,002698,博实股份,黑龙江,中小板,SZSE,L,20120911,S
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002730,电光科技,浙江,中小板,SZSE,L,20141009,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002009,天奇股份,江苏,中小板,SZSE,L,20040629,S
801890.SI,机械设备,801074.SI,专用设备,850721.SI,纺织服装设备,002021,ST中捷,浙江,中小板,SZSE,L,20040715,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002026,山东威达,山东,中小板,SZSE,L,20040727,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002031,巨轮智能,广东,中小板,SZSE,L,20040816,S
801890.SI,机械设备,801072.SI,通用设备,850713.SI,磨具磨料,002046,国机精工,河南,中小板,SZSE,L,20050526,S
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,002097,山河智能,湖南,中小板,SZSE,L,20061222,S
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002111,威海广泰,山东,中小板,SZSE,L,20070126,S
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002006,精工科技,浙江,中小板,SZSE,L,20040625,S
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002757,南兴股份,广东,中小板,SZSE,L,20150527,N
801890.SI,机械设备,801072.SI,通用设备,850713.SI,磨具磨料,002760,凤形股份,江西,中小板,SZSE,L,20150611,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002786,银宝山新,深圳,中小板,SZSE,L,20151223,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002779,中坚科技,浙江,中小板,SZSE,L,20151209,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002837,英维克,深圳,中小板,SZSE,L,20161229,S
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,002819,东方中科,北京,中小板,SZSE,L,20161111,S
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002833,弘亚数控,广东,中小板,SZSE,L,20161228,S
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002816,*ST和科,深圳,中小板,SZSE,L,20161025,N
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,002849,威星智能,浙江,中小板,SZSE,L,20170217,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002843,泰嘉股份,湖南,中小板,SZSE,L,20170120,N
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,002884,凌霄泵业,广东,中小板,SZSE,L,20170711,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002896,中大力德,浙江,中小板,SZSE,L,20170829,N
801890.SI,机械设备,801074.SI,专用设备,850728.SI,楼宇设备,002774,快意电梯,广东,中小板,SZSE,L,20170324,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002871,伟隆股份,山东,中小板,SZSE,L,20170511,N
801890.SI,机械设备,801074.SI,专用设备,,,002890,弘宇股份,山东,中小板,SZSE,L,20170802,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002877,智能自控,江苏,中小板,SZSE,L,20170605,N
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,002903,宇环数控,湖南,中小板,SZSE,L,20171013,N
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,002972,科安达,深圳,中小板,SZSE,L,20191227,N
801890.SI,机械设备,801078.SI,自动化设备,850782.SI,工控设备,002975,博杰股份,广东,中小板,SZSE,L,20200205,N
801890.SI,机械设备,801078.SI,自动化设备,850782.SI,工控设备,002957,科瑞技术,深圳,中小板,SZSE,L,20190726,S
801890.SI,机械设备,801074.SI,专用设备,850728.SI,楼宇设备,002960,青鸟消防,河北,中小板,SZSE,L,20190809,S
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,002747,埃斯顿,江苏,中小板,SZSE,L,20150320,S
801890.SI,机械设备,801074.SI,专用设备,850728.SI,楼宇设备,002689,远大智能,辽宁,中小板,SZSE,L,20120717,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002430,杭氧股份,浙江,中小板,SZSE,L,20100610,S
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002342,巨力索具,河北,中小板,SZSE,L,20100126,N
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002353,杰瑞股份,山东,中小板,SZSE,L,20100205,S
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,002523,天桥起重,湖南,中小板,SZSE,L,20101210,N
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,002943,宇晶股份,湖南,中小板,SZSE,L,20181129,S
801890.SI,机械设备,801078.SI,自动化设备,850783.SI,激光设备,002008,大族激光,深圳,中小板,SZSE,L,20040625,S
801890.SI,机械设备,801078.SI,自动化设备,850782.SI,工控设备,002184,海得控制,上海,中小板,SZSE,L,20071116,N
801890.SI,机械设备,801078.SI,自动化设备,850782.SI,工控设备,002334,英威腾,深圳,中小板,SZSE,L,20100113,S
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,002527,新时达,上海,中小板,SZSE,L,20101224,N
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,002767,先锋电子,浙江,中小板,SZSE,L,20150612,N
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,002979,雷赛智能,深圳,中小板,SZSE,L,20200408,S
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,002058,威尔泰,上海,中小板,SZSE,L,20060802,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,002445,中南文化,江苏,中小板,SZSE,L,20100713,S
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,002175,东方智造,广西,中小板,SZSE,L,20071012,N
801890.SI,机械设备,801077.SI,工程机械,850772.SI,工程机械器件,001226,拓山重工,安徽,主板,SZSE,L,20220622,N
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,001696,宗申动力,重庆,主板,SZSE,L,19970306,S
801890.SI,机械设备,801078.SI,自动化设备,850782.SI,工控设备,001266,宏英智能,上海,主板,SZSE,L,20220228,N
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,001288,运机集团,四川,主板,SZSE,L,20211101,N
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,001332,锡装股份,江苏,主板,SZSE,L,20220920,S
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,003025,思进智能,浙江,主板,SZSE,L,20201211,N
801890.SI,机械设备,801074.SI,专用设备,850721.SI,纺织服装设备,003036,泰坦股份,浙江,主板,SZSE,L,20210128,N
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,000976,华铁股份,广东,主板,SZSE,L,20000601,S
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,000584,哈工智能,江苏,主板,SZSE,L,19951128,S
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,000039,中集集团,深圳,主板,SZSE,L,19940408,S
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,000157,中联重科,湖南,主板,SZSE,L,20001012,S
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,000425,徐工机械,江苏,主板,SZSE,L,19960828,S
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,000528,柳工,广西,主板,SZSE,L,19931118,S
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,000530,冰山冷热,辽宁,主板,SZSE,L,19931208,N
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,000680,山推股份,山东,主板,SZSE,L,19970122,S
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,000777,中核科技,江苏,主板,SZSE,L,19970710,N
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,000811,冰轮环境,山东,主板,SZSE,L,19980528,S
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,000837,秦川机床,陕西,主板,SZSE,L,19980928,S
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,000852,石化机械,湖北,主板,SZSE,L,19981126,S
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,000856,冀东装备,河北,主板,SZSE,L,19980813,N
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,000925,众合科技,浙江,主板,SZSE,L,19990611,N
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,000008,神州高铁,北京,主板,SZSE,L,19920507,S
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,000410,*ST沈机,辽宁,主板,SZSE,L,19960718,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,000595,宝塔实业,宁夏,主板,SZSE,L,19960419,S
801890.SI,机械设备,801078.SI,自动化设备,850783.SI,激光设备,000988,华工科技,湖北,主板,SZSE,L,20000608,S
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,000927,中国铁物,天津,主板,SZSE,L,19990727,S
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,301158,德石股份,山东,创业板,SZSE,L,20220117,N
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,301112,信邦智能,广东,创业板,SZSE,L,20220629,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,301200,大族数控,深圳,创业板,SZSE,L,20220228,S
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,300960,通业科技,深圳,创业板,SZSE,L,20210329,N
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,301070,开勒股份,上海,创业板,SZSE,L,20210923,N
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,300007,汉威科技,河南,创业板,SZSE,L,20091030,S
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,300024,机器人,辽宁,创业板,SZSE,L,20091030,S
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,300091,金通灵,江苏,创业板,SZSE,L,20100625,S
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,300095,华伍股份,江西,创业板,SZSE,L,20100728,N
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,300112,万讯自控,深圳,创业板,SZSE,L,20100827,N
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,300145,中金环境,浙江,创业板,SZSE,L,20101209,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,300151,昌红科技,深圳,创业板,SZSE,L,20101222,S
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,300161,华中数控,湖北,创业板,SZSE,L,20110113,N
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,300165,天瑞仪器,江苏,创业板,SZSE,L,20110125,N
801890.SI,机械设备,801072.SI,通用设备,850713.SI,磨具磨料,300179,四方达,河南,创业板,SZSE,L,20110215,S
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,300193,佳士科技,深圳,创业板,SZSE,L,20110322,N
801890.SI,机械设备,801074.SI,专用设备,850726.SI,印刷包装机械,300195,长荣股份,天津,创业板,SZSE,L,20110329,N
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,300201,海伦哲,江苏,创业板,SZSE,L,20110407,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,300228,富瑞特装,江苏,创业板,SZSE,L,20110608,N
801890.SI,机械设备,801072.SI,通用设备,850716.SI,其他通用设备,300257,开山股份,上海,创业板,SZSE,L,20110819,S
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,300259,新天科技,河南,创业板,SZSE,L,20110831,N
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,300260,新莱应材,江苏,创业板,SZSE,L,20110906,S
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,300276,三丰智能,湖北,创业板,SZSE,L,20111115,S
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,300281,金明精机,广东,创业板,SZSE,L,20111229,N
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,300293,蓝英装备,辽宁,创业板,SZSE,L,20120308,N
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,300306,远方信息,浙江,创业板,SZSE,L,20120329,N
801890.SI,机械设备,801074.SI,专用设备,850721.SI,纺织服装设备,300307,慈星股份,浙江,创业板,SZSE,L,20120329,N
801890.SI,机械设备,801072.SI,通用设备,850713.SI,磨具磨料,300345,华民股份,湖南,创业板,SZSE,L,20120801,N
